???? ????,?????,?????,??????,,?? ?????,??? ???????,???,?????,????,?????,?????/?????,???? ????,????? ????? ??????,?????? ???,????? ???,??? ?????,??? ?????,???? ?????/?????,????? ????? ??????,????? ???? ??????
1105000,994500,0,99450,2 ?? 40 ?? - 3 ????- 60 ??? - TD-LTE,2100848,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,582563,1403/01/28 16:27,TD-LTE,????,?????,1403/04/25 16:28,1403/01/28 16:28
10075000,9067500,0,906750,??????? 2 ?? 40 ?? - 12 ???? - 660 ??? TD-LTE,8672198,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,?????,???? ???? ???,582565,1403/01/28 16:31,TD-LTE,????,???? ?????,1401/01/23 16:31,1403/01/28 16:31
468000,421200,0,42120,20 ??? ?????? ????? (??????? ??????) - TD LTE,4399673,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,582567,1403/01/28 16:32,TD-LTE,??????,?????,1403/03/03 21:10,1403/01/28 16:32
325000,292500,0,29250,??? ???? ???? ??-4 ?? - 1 ???? ( ????????? 164 ??? ?????? ????? ????? 82 ??? ?????? ??? ????? ),3134948,?????,?????,?????,DSL-128to4M-FUP,?? ??? ???????,?????,?????,???? ??????,582568,1403/01/28 16:34,ADSL,????,?????,1403/02/25 11:33,1403/01/28 16:35
0,0,0,0,??? ????,3134948,?????,?????,?????,DSL-128to4M-FUP,?? ??? ???????,?????,?????,???? ??????,582568,1403/01/28 16:34,ADSL,??????,?????,1403/02/25 11:33,1403/01/28 16:35
877500,789750,0,78975,2 ?? 20 ?? - 45 ???? - 45 ??? - TD-LTE,3069698,?????,?????,?????,LTE-20M-limited,????? ????? ?????,?????,??????,?????,582569,1403/01/28 16:35,TD-LTE,????,?????,1403/03/11 16:33,1403/01/28 16:33
4143750,3729375,0,372938,255 ??? ?????? ????? (??????? ??????) - TD LTE,8260223,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,????? ?????,582574,1403/01/28 16:44,TD-LTE,??????,?????,1403/07/14 18:15,1403/01/28 16:44
0,0,0,0,ip ????,7919123,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,?????,????? ??????,582575,1403/01/28 16:44,TD-LTE,IP,?????,1403/01/29 10:34,1403/01/28 16:43
0,0,0,0,???? ???? - ????? - 10 ???? - 10 ???,5186948,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,?????,?????? ??????,582577,1403/01/28 16:48,TD-LTE,?????,?????,1403/02/07 16:48,1403/01/28 16:48
0,0,0,-210015,2 ?? 40 ?? - 3 ???? -130 ??? - TD-LTE,8134673,?????,?????,?????,LTE-40M-limited,?????? ????,?????,?????,???? ????,0,1403/01/28 16:56,TD-LTE,????,?????,-----,-----
2333500,2100150,0,210015,2 ?? 40 ?? - 3 ???? -130 ??? - TD-LTE,9106898,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,?????,?????? ??????,582564,1403/01/28 16:59,TD-LTE,????,?????,1403/02/21 18:52,1403/01/28 16:59
910000,819000,0,81900,40 ??? ?????? ????? (??????? ??????) - TD LTE,7493648,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,582587,1403/01/28 17:03,TD-LTE,??????,?????,1403/03/21 22:58,1403/01/28 17:03
3412500,3071250,0,307125,2 ?? 40 ?? - 3 ???? - 200 ??? - TD-LTE,7916198,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,?????,????? ??? ????,582585,1403/01/28 17:06,TD-LTE,????,?????,1403/04/26 8:36,1403/01/29 8:36
438750,394875,0,39488,??? ???? ???? ??-8 ?? - 1 ???? ( ????????? 420 ??? ?????? ????? ????? 210 ??? ?????? ??? ????? ),4158923,?????,?????,?????,DSL-128to8M-FUP,?? ??? ???????,?????,??????,?????,582588,1403/01/28 17:08,ADSL,????,?????,1403/02/28 6:58,1403/01/29 6:58
910000,819000,0,81900,40 ??? ?????? ????? (??????? ??????) - TD LTE,8055698,?????,?????,?????,LTE-40M-limited,????? ??????,?????,??????,?????,582591,1403/01/28 17:15,TD-LTE,??????,?????,1403/06/16 15:32,1403/01/28 17:15
10075000,9067500,0,906750,??????? 2 ?? 40 ?? - 12 ???? - 660 ??? TD-LTE,9338648,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,?????,???? ???? ???,582593,1403/01/28 17:24,TD-LTE,????,???? ?????,1401/01/23 18:18,1403/01/28 18:18
682500,614250,0,61425,2 ?? 40 ??- 45 ???? -32 ???-TD-LTE,2262623,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,582594,1403/01/28 17:26,TD-LTE,????,?????,1403/02/06 18:24,1403/01/28 17:27
292500,263250,-292500,0,2 ?? 40 ?? - 1 ???? - 10 ??? - TD-LTE,7921598,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,?????,???? ????,582590,1403/01/28 17:36,TD-LTE,????,?????,1403/02/21 13:37,1403/01/28 17:36
1950000,1755000,0,175500,100 ??? ?????? ????? (??????? ??????) - TD LTE,6877598,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,????? ??????,582595,1403/01/28 17:38,TD-LTE,??????,?????,1403/03/07 21:13,1403/01/28 17:38
468000,421200,0,42120,20 ??? ?????? ????? (??????? ??????) - TD LTE,3640298,?????,?????,?????,LTE-40M-limited-tejari,?? ??? ???????,?????,??????,?????,582607,1403/01/28 17:51,TD-LTE,??????,?????,1403/02/03 20:57,1403/01/28 17:51
2333500,2100150,0,210015,2 ?? 40 ?? - 3 ???? -130 ??? - TD-LTE,7743398,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,?????,?????? ??????,582598,1403/01/28 17:51,TD-LTE,????,?????,1403/04/25 17:51,1403/01/28 17:51
1950000,1755000,0,175500,100 ??? ?????? ????? (??????? ??????) - TD LTE,8644298,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,582618,1403/01/28 17:54,TD-LTE,??????,?????,1403/03/17 19:21,1403/01/28 17:54
10075000,9067500,0,906750,??????? 2 ?? 40 ?? - 12 ???? - 660 ??? TD-LTE,9338873,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,?????,???? ???? ???,582622,1403/01/28 18:00,TD-LTE,????,???? ?????,1401/01/23 18:38,1403/01/28 18:38
1664000,1497600,0,149760,80 ??? ?????? ????? (??????? ??????) - TD LTE,5182898,?????,?????,?????,LTE-40M-limited-tejari,?? ??? ???????,?????,??????,?????,582635,1403/01/28 18:02,TD-LTE,??????,?????,1403/02/24 11:45,1403/01/28 18:02
130000,117000,0,11700,5 ??? ?????? ????? (??????? ??????) - TD LTE,6014273,?????,?????,?????,LTE-40M-limited-tejari,?? ??? ???????,?????,??????,?????,582636,1403/01/28 18:03,TD-LTE,??????,?????,1403/03/23 9:48,1403/01/28 18:03
1462500,1316250,0,131625,??????? ????? - 2 ?? 40 ?? - 1 ????  ??????? (????????? 130 ??? ?????? ??? ????? ) TD-LTE,4178723,?????,?????,?????,LTE-40M-unlimited-FUP,?? ??? ???????,?????,?????,???? ??????,582580,1403/01/28 18:06,TD-LTE,????,?????,1403/02/27 14:15,1403/01/29 0:17
1397500,1257750,0,125775,2 ?? 40 ?? - 3 ???? - 70 ??? - TD-LTE,6237473,?????,??? ????,??????,LTE-40M-limited,?? ??? ???????,?????,??????,????? ?????,582637,1403/01/28 18:12,TD-LTE,????,?????,1403/04/25 18:12,1403/01/28 18:12
1300000,1170000,0,117000,2 ?? 40 ?? - 1 ???? - 75 ??? - TD-LTE,8588948,?????,?????,?????,LTE-40M-limited,????? ??????,?????,?????,?????? ???????,582617,1403/01/28 18:29,TD-LTE,????,?????,1403/02/18 10:02,1403/01/28 18:30
1105000,994500,0,99450,2 ?? 40 ?? - 3 ????- 60 ??? - TD-LTE,5951498,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,582646,1403/01/28 18:33,TD-LTE,????,?????,1403/04/25 18:31,1403/01/28 18:31
2808000,2527200,0,252720,??? ???? -4 ?? - 12 ???? ( ????????? 768 ??? ?????? ????? ????? 384 ??? ?????? ??? ????? ),2653448,?????,?????,?????,DSL-128to4M-FUP,?? ??? ???????,?????,?????,????? ??? ????,582650,1403/01/28 18:34,ADSL,????,?????,1401/01/23 18:34,1403/01/28 18:34
565500,508950,0,50895,2 ?? 20 ?? - 1 ???? - 30 ??? - TD-LTE,5792873,?????,?????,?????,LTE-20M-limited,?? ??? ???????,?????,??????,?????,582647,1403/01/28 18:35,TD-LTE,????,?????,1403/02/20 0:25,1403/01/28 18:36
130000,117000,0,11700,5 ??? ?????? ????? (??????? ??????) - TD LTE,6334448,?????,?????,?????,LTE-20M-limited,?? ??? ???????,?????,??????,?????,582651,1403/01/28 18:36,TD-LTE,??????,?????,1403/03/12 13:39,1403/01/28 18:36
4023500,3621150,0,362115,2 ?? 40 ?? - 6 ???? -230 ??? - TD-LTE,4272548,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,?????,???? ?????,582639,1403/01/28 18:37,TD-LTE,????,?????,1403/07/22 18:36,1403/01/28 18:36
7800000,7020000,0,702000,500 ??? ?????? ????? (??????? ??????) - TD LTE,8407148,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,582669,1403/01/28 18:41,TD-LTE,??????,?????,1403/08/15 11:02,1403/01/28 18:41
3412500,3071250,0,307125,2 ?? 40 ?? - 3 ???? - 200 ??? - TD-LTE,4705673,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,582654,1403/01/28 18:43,TD-LTE,????,?????,1403/04/25 18:44,1403/01/28 18:44
1397500,1257750,0,125775,2 ?? 40 ?? - 3 ???? - 70 ??? - TD-LTE,3477848,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,582656,1403/01/28 18:48,TD-LTE,????,?????,1403/04/25 18:49,1403/01/28 18:49
247000,222300,0,22230,10 ??? ?????? ????? (??????? ??????) - TD LTE,7526273,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,582619,1403/01/28 18:49,TD-LTE,??????,?????,1403/03/21 20:11,1403/01/28 18:49
910000,819000,0,81900,40 ??? ?????? ????? (??????? ??????) - TD LTE,6368873,?????,?????,?????,LTE-20M-limited,?? ??? ???????,?????,??????,?????,582658,1403/01/28 18:52,TD-LTE,??????,?????,1403/02/17 21:12,1403/01/28 18:52
130000,117000,0,11700,5 ??? ?????? ????? (??????? ??????) - TD LTE,5062748,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,582660,1403/01/28 19:01,TD-LTE,??????,?????,1403/02/26 15:57,1403/01/28 19:01
1137500,1023750,0,102375,2 ?? 20 ?? - 45 ????  - 60 ??? - TD-LTE,2445998,?????,?????,?????,LTE-20M-limited,?? ??? ???????,?????,??????,?????,582662,1403/01/28 19:17,TD-LTE,????,?????,1403/02/03 17:49,1403/01/28 19:17
1105000,994500,0,99450,2 ?? 40 ?? - 3 ????- 60 ??? - TD-LTE,4386848,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,582663,1403/01/28 19:20,TD-LTE,????,?????,1403/02/04 15:12,1403/01/28 19:20
468000,421200,0,42120,20 ??? ?????? ????? (??????? ??????) - TD LTE,8044223,?????,?????,?????,LTE-40M-limited,????? ????? ?????,?????,??????,?????,582664,1403/01/28 19:26,TD-LTE,??????,?????,1403/03/12 23:25,1403/01/28 19:26
1950000,1755000,0,175500,100 ??? ?????? ????? (??????? ??????) - TD LTE,7628423,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,?????,????? ????,582232,1403/01/28 19:36,TD-LTE,??????,?????,1403/04/12 14:16,1403/01/28 19:36
1105000,994500,0,99450,2 ?? 40 ?? - 3 ????- 60 ??? - TD-LTE,6459323,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,?????,???? ?????,582659,1403/01/28 19:40,TD-LTE,????,?????,1403/04/25 19:40,1403/01/28 19:40
7800000,7020000,0,702000,500 ??? ?????? ????? (??????? ??????) - TD LTE,8526848,?????,?????,?????,LTE-40M-limited,????? ??????,?????,??????,?????,582668,1403/01/28 19:41,TD-LTE,??????,?????,1403/09/05 10:46,1403/01/28 19:41
1300000,1170000,0,117000,2 ?? 40 ?? - 1 ???? - 75 ??? - TD-LTE,1420223,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,???? ???????,582666,1403/01/28 19:48,TD-LTE,????,?????,1403/02/17 23:07,1403/01/28 19:38
438750,394875,0,39488,2 ?? 40 ?? - 45 ???? - 15 ??? - TD-LTE,4895348,?????,?????,?????,LTE-40M-limited,????? ????? ?????,?????,??????,???? ???????,582669,1403/01/28 19:54,TD-LTE,????,?????,1403/03/10 19:42,1403/01/28 19:42
0,0,0,0,??? ????,4895348,?????,?????,?????,LTE-40M-limited,????? ????? ?????,?????,??????,???? ???????,582669,1403/01/28 19:54,TD-LTE,????,?????,1403/03/10 19:42,1403/01/28 19:42
468000,421200,0,42120,20 ??? ?????? ????? (??????? ??????) - TD LTE,8057048,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,582673,1403/01/28 19:57,TD-LTE,??????,?????,1403/06/16 17:16,1403/01/28 19:57
338000,304200,0,30420,??? ???? ???? ?? -2 ??  - 45???? ( ????????? 204 ??? ?????? ????? ????? 102 ??? ?????? ??? ????? ),626873,?????,?????,?????,DSL-128to2M-FUP,?? ??? ???????,?????,??????,?????,582674,1403/01/28 20:01,ADSL,????,?????,1403/02/27 18:20,1403/01/28 20:01
1950000,1755000,0,175500,100 ??? ?????? ????? (??????? ??????) - TD LTE,3429698,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,582678,1403/01/28 20:10,TD-LTE,??????,?????,1403/02/31 14:37,1403/01/28 20:10
247000,222300,0,22230,10 ??? ?????? ????? (??????? ??????) - TD LTE,2623748,?????,?????,?????,LTE-20M-limited,?? ??? ???????,?????,??????,?????,582680,1403/01/28 20:15,TD-LTE,??????,?????,1403/02/05 22:53,1403/01/28 20:15
422500,380250,0,38025,2 ?? 40 ??- 1 ???? -20 ???-TD-LTE,5322398,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,582681,1403/01/28 20:16,TD-LTE,????,?????,1403/02/27 20:16,1403/01/28 20:16
130000,117000,0,11700,5 ??? ?????? ????? (??????? ??????) - TD LTE,5857223,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,582682,1403/01/28 20:22,TD-LTE,??????,?????,1403/02/01 22:06,1403/01/28 20:22
910000,819000,0,81900,40 ??? ?????? ????? (??????? ??????) - TD LTE,7513223,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,582683,1403/01/28 20:27,TD-LTE,??????,?????,1403/03/19 12:53,1403/01/28 20:27
6500000,5850000,0,585000,2 ?? 40 ?? - 6 ???? - 400 ??? - TD-LTE,5523998,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,582684,1403/01/28 20:31,TD-LTE,????,?????,1403/07/22 20:33,1403/01/28 20:33
130000,117000,0,11700,5 ??? ?????? ????? (??????? ??????) - TD LTE,6913148,?????,?????,?????,LTE-40M-unlimited-FUP,?? ??? ???????,?????,??????,?????,582692,1403/01/28 20:33,TD-LTE,??????,?????,1403/02/13 11:39,1403/01/28 20:33
650000,585000,0,58500,??? ???? ???? ??-8 ??  - 45????( ????????? 510 ??? ?????? ????? ????? 255 ??? ?????? ??? ????? ),9000473,?????,?????,????????? ????,DSL-128to8M-FUP,????? ????? ?????,?????,??????,?????,582693,1403/01/28 20:38,ADSL,????,?????,1403/03/11 20:39,1403/01/28 20:39
325000,292500,0,29250,??? ???? ???? ??-4 ?? - 1 ???? ( ????????? 164 ??? ?????? ????? ????? 82 ??? ?????? ??? ????? ),9096773,?????,?????,?????,DSL-128to4M-FUP,?? ??? ???????,?????,??????,?????? ??????? ,582032,1403/01/28 20:39,ADSL,????,?????,1403/02/10 21:05,1403/01/28 20:40
3412500,3071250,0,307125,2 ?? 40 ?? - 3 ???? - 200 ??? - TD-LTE,4421498,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,582694,1403/01/28 20:44,TD-LTE,????,?????,1403/04/25 20:45,1403/01/28 20:45
0,0,0,0,??? ????,4421498,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,582694,1403/01/28 20:44,TD-LTE,??????,?????,1403/04/25 20:45,1403/01/28 20:45
1397500,1257750,0,125775,2 ?? 40 ?? - 3 ???? - 70 ??? - TD-LTE,7271123,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,???? ???????,582672,1403/01/28 20:46,TD-LTE,????,?????,1403/04/25 21:03,1403/01/28 21:03
468000,421200,0,42120,20 ??? ?????? ????? (??????? ??????) - TD LTE,5422298,?????,?????,?????,LTE-20M-limited,?? ??? ???????,?????,??????,?????,582695,1403/01/28 20:48,TD-LTE,??????,?????,1403/03/26 16:32,1403/01/28 20:47
247000,222300,0,22230,10 ??? ?????? ????? (??????? ??????) - TD LTE,5156348,?????,?????,?????,LTE-20M-limited,??? ????? ?????,?????,??????,?????,582696,1403/01/28 20:52,TD-LTE,??????,?????,1403/02/02 12:27,1403/01/28 20:52
130000,117000,0,11700,5 ??? ?????? ????? (??????? ??????) - TD LTE,6387773,?????,?????,?????,LTE-40M-limited,????? ??????,?????,??????,?????,582697,1403/01/28 20:57,TD-LTE,??????,?????,1403/02/02 10:21,1403/01/28 20:57
1683500,1515150,-420875,113636,2 ?? 20 ?? - 3 ???? - 90 ??? - TD-LTE,7157498,?????,?????,?????,LTE-20M-limited,?? ??? ???????,?????,??????,?????,582698,1403/01/28 21:05,TD-LTE,????,?????,1403/02/16 12:28,1403/01/28 21:05
247000,222300,0,22230,10 ??? ?????? ????? (??????? ??????) - TD LTE,5001098,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,582701,1403/01/28 21:15,TD-LTE,??????,?????,1403/02/09 20:39,1403/01/28 21:15
910000,819000,0,81900,40 ??? ?????? ????? (??????? ??????) - TD LTE,3130448,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,582702,1403/01/28 21:16,TD-LTE,??????,?????,1403/03/15 0:10,1403/01/28 21:16
0,0,0,0,??? ????,2731298,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,582699,1403/01/28 21:19,TD-LTE,??????,?????,1403/03/08 14:02,1403/01/28 21:19
1664000,1497600,0,149760,80 ??? ?????? ????? (??????? ??????) - TD LTE,2731298,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,582699,1403/01/28 21:19,TD-LTE,??????,?????,1403/03/08 14:02,1403/01/28 21:19
130000,117000,0,11700,5 ??? ?????? ????? (??????? ??????) - TD LTE,8912273,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,582704,1403/01/28 21:21,TD-LTE,??????,?????,1403/03/01 11:55,1403/01/28 21:21
0,0,0,0,??? ????,2666048,?????,?????,?????,LTE-20M-limited,?? ??? ???????,?????,??????,?????,582705,1403/01/28 21:22,TD-LTE,??????,?????,1403/02/26 21:11,1403/01/28 21:22
910000,819000,0,81900,40 ??? ?????? ????? (??????? ??????) - TD LTE,2666048,?????,?????,?????,LTE-20M-limited,?? ??? ???????,?????,??????,?????,582705,1403/01/28 21:22,TD-LTE,??????,?????,1403/02/26 21:11,1403/01/28 21:22
910000,819000,0,81900,40 ??? ?????? ????? (??????? ??????) - TD LTE,5640998,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,582707,1403/01/28 21:29,TD-LTE,??????,?????,1403/02/26 13:16,1403/01/28 21:29
468000,421200,0,42120,20 ??? ?????? ????? (??????? ??????) - TD LTE,7201148,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,582709,1403/01/28 21:38,TD-LTE,??????,?????,1403/02/23 17:01,1403/01/28 21:38
1664000,1497600,0,149760,80 ??? ?????? ????? (??????? ??????) - TD LTE,5877473,?????,?????,?????,LTE-40M-limited-tejari,?? ??? ???????,?????,??????,?????,582712,1403/01/28 21:39,TD-LTE,??????,?????,1403/02/24 19:03,1403/01/28 21:39
2333500,2100150,0,210015,2 ?? 40 ?? - 3 ???? -130 ??? - TD-LTE,3564473,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,582710,1403/01/28 21:39,TD-LTE,????,?????,1403/02/19 23:12,1403/01/28 21:39
1664000,1497600,0,149760,80 ??? ?????? ????? (??????? ??????) - TD LTE,5988173,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,582713,1403/01/28 21:43,TD-LTE,??????,?????,1403/05/30 14:58,1403/01/28 21:43
910000,819000,0,81900,40 ??? ?????? ????? (??????? ??????) - TD LTE,2583473,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,582711,1403/01/28 21:48,TD-LTE,??????,?????,1403/02/17 11:54,1403/01/28 21:48
1397500,1257750,0,125775,2 ?? 40 ?? - 3 ???? - 70 ??? - TD-LTE,7647098,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,582714,1403/01/28 21:55,TD-LTE,????,?????,1403/04/25 21:55,1403/01/28 21:55
910000,819000,0,81900,40 ??? ?????? ????? (??????? ??????) - TD LTE,5152748,?????,?????,?????,LTE-40M-limited,????? ?? ?????,?????,??????,?????,582720,1403/01/28 22:01,TD-LTE,??????,?????,1403/02/31 21:49,1403/01/28 22:01
438750,394875,0,39488,??? ???? ???? ??-8 ?? - 1 ???? ( ????????? 420 ??? ?????? ????? ????? 210 ??? ?????? ??? ????? ),6183698,?????,?????,?????,DSL-128to8M-FUP,?? ??? ???????,?????,??????,???? ????,582716,1403/01/28 22:02,ADSL,????,?????,1403/02/27 21:56,1403/01/28 21:56
247000,222300,0,22230,10 ??? ?????? ????? (??????? ??????) - TD LTE,6688373,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,582723,1403/01/28 22:05,TD-LTE,??????,?????,1403/03/21 18:19,1403/01/28 22:05
1950000,1755000,0,175500,100 ??? ?????? ????? (??????? ??????) - TD LTE,8328398,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,582726,1403/01/28 22:09,TD-LTE,??????,?????,1403/07/27 21:50,1403/01/28 22:09
130000,117000,0,11700,5 ??? ?????? ????? (??????? ??????) - TD LTE,7329398,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,582728,1403/01/28 22:11,TD-LTE,??????,?????,1403/02/09 12:34,1403/01/28 22:11
910000,819000,0,81900,40 ??? ?????? ????? (??????? ??????) - TD LTE,7977848,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,582733,1403/01/28 22:16,TD-LTE,??????,?????,1403/05/31 15:10,1403/01/28 22:16
1105000,994500,0,99450,2 ?? 40 ?? - 3 ????- 60 ??? - TD-LTE,7811573,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,???? ????,582727,1403/01/28 22:17,TD-LTE,????,?????,1403/04/27 20:30,1403/01/30 20:30
2333500,2100150,0,210015,2 ?? 40 ?? - 3 ???? -130 ??? - TD-LTE,3646598,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,???? ????,582734,1403/01/28 22:18,TD-LTE,????,?????,1403/04/25 22:15,1403/01/28 22:15
1105000,994500,0,99450,2 ?? 40 ?? - 3 ????- 60 ??? - TD-LTE,6367298,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,???? ???????,582732,1403/01/28 22:22,TD-LTE,????,?????,1403/04/25 9:01,1403/01/28 9:01
910000,819000,0,81900,40 ??? ?????? ????? (??????? ??????) - TD LTE,6455048,?????,?????,?????,LTE-40M-limited-tejari,????? ??????,?????,??????,?????,582737,1403/01/28 22:22,TD-LTE,??????,?????,1403/04/03 22:07,1403/01/28 22:22
877500,789750,0,78975,2 ?? 20 ?? - 45 ???? - 45 ??? - TD-LTE,2224373,?????,?????,?????,LTE-20M-limited,?? ??? ???????,?????,??????,?????,582738,1403/01/28 22:27,TD-LTE,????,?????,1403/02/28 17:17,1403/01/28 22:28
1950000,1755000,0,175500,?? ?? ???????-?? ?? ?? - 12 ????,2763248,?????,?????,?????,LTE-40M-limited,??? ????? ?????,?????,?????,?????? ???????,582566,1403/01/28 22:30,TD-LTE,IP,?????,1401/01/23 17:44,1403/01/28 16:31
195000,175500,0,17550,4 ??-1????- 4???- AVA2 ???????,3700373,?????,?????,?????,WIR-4MB-limited,?? ??? ???????,?????,?????,????? ??????,582739,1403/01/28 22:30,WireLess,????,?????,1403/02/27 22:30,1403/01/28 22:30
0,0,0,0,???? ?????? ????,3681023,?????,?????,?????,WIR-40MB-limited,?? ??? ???????,?????,?????,????? ??????,582740,1403/01/28 22:33,WireLess,??????,?????,1403/05/24 11:24,1403/01/28 22:33
910000,819000,0,81900,40 ??? ?????? ????? (??????? ??????) - TD LTE,5335223,?????,?????,?????,LTE-20M-limited,?? ??? ???????,?????,??????,?????,582744,1403/01/28 22:39,TD-LTE,??????,?????,1403/03/20 21:01,1403/01/28 22:39
468000,421200,0,42120,20 ??? ?????? ????? (??????? ??????) - TD LTE,4131473,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,582746,1403/01/28 22:43,TD-LTE,??????,?????,1403/01/31 3:20,1403/01/28 22:43
130000,117000,0,11700,5 ??? ?????? ????? (??????? ??????) - TD LTE,3446348,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,582748,1403/01/28 22:56,TD-LTE,??????,?????,1403/02/29 23:24,1403/01/28 22:56
2333500,2100150,0,210015,2 ?? 40 ?? - 3 ???? -130 ??? - TD-LTE,8764898,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,582750,1403/01/28 23:00,TD-LTE,????,?????,1403/04/25 23:00,1403/01/28 23:00
130000,117000,0,11700,5 ??? ?????? ????? (??????? ??????) - TD LTE,7544948,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,582751,1403/01/28 23:01,TD-LTE,??????,?????,1403/04/10 18:38,1403/01/28 23:01
1664000,1497600,0,149760,80 ??? ?????? ????? (??????? ??????) - TD LTE,8201948,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,582769,1403/01/28 23:08,TD-LTE,??????,?????,1403/07/05 12:18,1403/01/28 23:08
1664000,1497600,0,149760,80 ??? ?????? ????? (??????? ??????) - TD LTE,6148373,?????,?????,?????,LTE-40M-limited-tejari,?? ??? ???????,?????,??????,?????,582756,1403/01/28 23:09,TD-LTE,??????,?????,1403/04/17 15:29,1403/01/28 23:09
682500,614250,0,61425,2 ?? 40 ??- 45 ???? -32 ???-TD-LTE,4976798,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,582757,1403/01/28 23:13,TD-LTE,????,?????,1403/03/11 3:28,1403/01/28 23:09
910000,819000,0,81900,40 ??? ?????? ????? (??????? ??????) - TD LTE,8962898,?????,??????,?????? ?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,582758,1403/01/28 23:13,TD-LTE,??????,?????,1403/10/17 18:26,1403/01/28 23:13
565500,508950,0,50895,2 ?? 20 ?? - 1 ???? - 30 ??? - TD-LTE,3288398,?????,?????,?????,LTE-20M-limited,?? ??? ???????,?????,??????,?????,582759,1403/01/28 23:28,TD-LTE,????,?????,1403/02/27 23:29,1403/01/28 23:29
